	Accession org1	Taxonomic level 1: org1	Taxonomic level 2: org1	Taxonomic level 3: org1	Genus org1	Species org1	Accession org2	Taxonomic level 1: org2	Taxonomic level 2: org2	Taxonomic level 3: org2	Genus org2	Species org2	Reference 	Link	Ecological interaction	key_org1	key_org2	lineage_org1	lineage_org2
2090		Eukaryote	Alveolata	Ciliophora	Urceolaria	urechi		Prokaryote	Proteobacteria	Gammaproteobacteria	unknown_gammaproteobacteria	unknown_gammaproteobacteria	Gong et al. 2016	10.3389/fmicb.2016.00498	unknown symbiotic relationship	Eukaryote;Alveolata;Ciliophora;Urceolaria;urechi	Bacteria;Proteobacteria;Gammaproteobacteria;unknown_gammaproteobacteria;unknown_gammaproteobacteria	[4, 8770, 8771, 8848, 8849, 8863, 8899, 8945]	[3, 2375, 3303, 0, 0, 0]
2091		Eukaryote	Alveolata	Ciliophora	Urceolaria	urechi	KU524876	Prokaryote	Proteobacteria	Gammaproteobacteria	unknown_gammaproteobacteria	unknown_gammaproteobacteria	Gong et al. 2016	10.3389/fmicb.2016.00498	unknown symbiotic relationship	Eukaryote;Alveolata;Ciliophora;Urceolaria;urechi	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Raoultella;uncultured bacterium	[4, 8770, 8771, 8848, 8849, 8863, 8899, 8945]	[3, 2375, 3303, 46449, 46454, 46473]
2092		Eukaryote	Alveolata	Ciliophora	Condylostoma	spathiosum	KU524776	Prokaryote	Proteobacteria	Gammaproteobacteria	unknown_gammaproteobacteria	unknown_gammaproteobacteria	Gong et al. 2016	10.3389/fmicb.2016.00498	unknown symbiotic relationship	Eukaryote;Alveolata;Ciliophora;Condylostoma;spathiosum	Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio;uncultured bacterium	[4, 8770, 8771, 8848, 9198, 9199, 0, 9202]	[3, 2375, 3303, 3775, 3776, 3783]
2093		Eukaryote	Alveolata	Ciliophora	Condylostoma	spathiosum	KU524779	Prokaryote	Proteobacteria	Gammaproteobacteria	unknown_gammaproteobacteria	unknown_gammaproteobacteria	Gong et al. 2016	10.3389/fmicb.2016.00498	unknown symbiotic relationship	Eukaryote;Alveolata;Ciliophora;Condylostoma;spathiosum	Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio;uncultured bacterium	[4, 8770, 8771, 8848, 9198, 9199, 0, 9202]	[3, 2375, 3303, 3775, 3776, 3783]
2094		Eukaryote	Alveolata	Ciliophora	Condylostoma	spathiosum	KU524784	Prokaryote	Proteobacteria	Gammaproteobacteria	unknown_gammaproteobacteria	unknown_gammaproteobacteria	Gong et al. 2016	10.3389/fmicb.2016.00498	unknown symbiotic relationship	Eukaryote;Alveolata;Ciliophora;Condylostoma;spathiosum	Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio;uncultured bacterium	[4, 8770, 8771, 8848, 9198, 9199, 0, 9202]	[3, 2375, 3303, 3775, 3776, 3783]
2095		Eukaryote	Alveolata	Ciliophora	Condylostoma	spathiosum	KU524801	Prokaryote	Proteobacteria	Gammaproteobacteria	unknown_gammaproteobacteria	unknown_gammaproteobacteria	Gong et al. 2016	10.3389/fmicb.2016.00498	unknown symbiotic relationship	Eukaryote;Alveolata;Ciliophora;Condylostoma;spathiosum	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;uncultured bacterium	[4, 8770, 8771, 8848, 9198, 9199, 0, 9202]	[3, 2375, 3303, 46449, 46454, 0]
2096		Eukaryote	Alveolata	Ciliophora	Condylostoma	spathiosum	KU524800	Prokaryote	Proteobacteria	Gammaproteobacteria	unknown_gammaproteobacteria	unknown_gammaproteobacteria	Gong et al. 2016	10.3389/fmicb.2016.00498	unknown symbiotic relationship	Eukaryote;Alveolata;Ciliophora;Condylostoma;spathiosum	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;uncultured bacterium	[4, 8770, 8771, 8848, 9198, 9199, 0, 9202]	[3, 2375, 3303, 3333, 3392, 3394]
2097		Eukaryote	Alveolata	Ciliophora	Condylostoma	spathiosum	KU524774	Prokaryote	Proteobacteria	Gammaproteobacteria	unknown_gammaproteobacteria	unknown_gammaproteobacteria	Gong et al. 2016	10.3389/fmicb.2016.00498	unknown symbiotic relationship	Eukaryote;Alveolata;Ciliophora;Condylostoma;spathiosum	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Psychromonadaceae;Agarivorans;uncultured bacterium	[4, 8770, 8771, 8848, 9198, 9199, 0, 9202]	[3, 2375, 3303, 3333, 3397, 26316]
2098		Eukaryote	Alveolata	Ciliophora	Condylostoma	spathiosum	KU524790	Prokaryote	Proteobacteria	Gammaproteobacteria	unknown_gammaproteobacteria	unknown_gammaproteobacteria	Gong et al. 2016	10.3389/fmicb.2016.00498	unknown symbiotic relationship	Eukaryote;Alveolata;Ciliophora;Condylostoma;spathiosum	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;uncultured bacterium	[4, 8770, 8771, 8848, 9198, 9199, 0, 9202]	[3, 2375, 3303, 3333, 3392, 3394]
2099		Eukaryote	Alveolata	Ciliophora	Condylostoma	spathiosum	KU524802	Prokaryote	Proteobacteria	Gammaproteobacteria	unknown_gammaproteobacteria	unknown_gammaproteobacteria	Gong et al. 2016	10.3389/fmicb.2016.00498	unknown symbiotic relationship	Eukaryote;Alveolata;Ciliophora;Condylostoma;spathiosum	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Marinomonadaceae;Marinomonas;uncultured bacterium	[4, 8770, 8771, 8848, 9198, 9199, 0, 9202]	[3, 2375, 3303, 3593, 26766, 26767]
2100		Eukaryote	Alveolata	Ciliophora	Boveria	labialis	KU524763	Prokaryote	Proteobacteria	Gammaproteobacteria	unknown_gammaproteobacteria	unknown_gammaproteobacteria	Gong et al. 2016	10.3389/fmicb.2016.00498	unknown symbiotic relationship	Eukaryote;Alveolata;Ciliophora;Boveria;labialis	Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;BD2-7;uncultured bacterium	[4, 8770, 8771, 8848, 0, 0, 0, 0]	[3, 2375, 3303, 11512, 0, 0]
2101		Eukaryote	Alveolata	Ciliophora	Strombidium	sulcatum	KU524773	Prokaryote	Proteobacteria	Gammaproteobacteria	unknown_gammaproteobacteria	unknown_gammaproteobacteria	Gong et al. 2016	10.3389/fmicb.2016.00498	unknown symbiotic relationship	Eukaryote;Alveolata;Ciliophora;Strombidium;sulcatum	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Colwelliaceae;Colwellia;uncultured bacterium	[4, 8770, 8771, 8848, 8849, 9096, 9185, 9189]	[3, 2375, 3303, 3333, 3378, 3379]
2102		Eukaryote	Alveolata	Ciliophora	Strombidium	sulcatum	KU524874	Prokaryote	Proteobacteria	Gammaproteobacteria	unknown_gammaproteobacteria	unknown_gammaproteobacteria	Gong et al. 2016	10.3389/fmicb.2016.00498	unknown symbiotic relationship	Eukaryote;Alveolata;Ciliophora;Strombidium;sulcatum	Bacteria;Proteobacteria;Gammaproteobacteria;unknown_gammaproteobacteria;unknown_gammaproteobacteria	[4, 8770, 8771, 8848, 8849, 9096, 9185, 9189]	[3, 2375, 3303, 0, 0, 0]
2103		Eukaryote	Alveolata	Ciliophora	Diophrys	scutum	KU524841	Prokaryote	Proteobacteria	Gammaproteobacteria	unknown_gammaproteobacteria	unknown_gammaproteobacteria	Gong et al. 2016	10.3389/fmicb.2016.00498	unknown symbiotic relationship	Eukaryote;Alveolata;Ciliophora;Diophrys;scutum	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Alteromonas;uncultured bacterium	[4, 8770, 8771, 8848, 8849, 9096, 9118, 9122]	[3, 2375, 3303, 3333, 3334, 3339]
2104		Eukaryote	Alveolata	Ciliophora	Diophrys	scutum	KU524844	Prokaryote	Proteobacteria	Gammaproteobacteria	unknown_gammaproteobacteria	unknown_gammaproteobacteria	Gong et al. 2016	10.3389/fmicb.2016.00498	unknown symbiotic relationship	Eukaryote;Alveolata;Ciliophora;Diophrys;scutum	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Alteromonas;uncultured bacterium	[4, 8770, 8771, 8848, 8849, 9096, 9118, 9122]	[3, 2375, 3303, 3333, 3334, 3339]
2105		Eukaryote	Alveolata	Ciliophora	Diophrys	scutum	KU524847	Prokaryote	Proteobacteria	Gammaproteobacteria	unknown_gammaproteobacteria	unknown_gammaproteobacteria	Gong et al. 2016	10.3389/fmicb.2016.00498	unknown symbiotic relationship	Eukaryote;Alveolata;Ciliophora;Diophrys;scutum	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Aestuariibacter;uncultured bacterium	[4, 8770, 8771, 8848, 8849, 9096, 9118, 9122]	[3, 2375, 3303, 3333, 3334, 3335]
2106		Eukaryote	Alveolata	Ciliophora	Diophrys	scutum	KU524767	Prokaryote	Proteobacteria	Gammaproteobacteria	unknown_gammaproteobacteria	unknown_gammaproteobacteria	Gong et al. 2016	10.3389/fmicb.2016.00498	unknown symbiotic relationship	Eukaryote;Alveolata;Ciliophora;Diophrys;scutum	Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Spongiibacteraceae;Spongiibacter;uncultured bacterium	[4, 8770, 8771, 8848, 8849, 9096, 9118, 9122]	[3, 2375, 3303, 11512, 11542, 11546]
2107		Eukaryote	Alveolata	Ciliophora	Hemigastrostyla	elongata	KU524789	Prokaryote	Proteobacteria	Gammaproteobacteria	unknown_gammaproteobacteria	unknown_gammaproteobacteria	Gong et al. 2016	10.3389/fmicb.2016.00498	unknown symbiotic relationship	Eukaryote;Alveolata;Ciliophora;Hemigastrostyla;elongata	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;uncultured bacterium	[4, 8770, 8771, 8848, 0, 0, 0, 0]	[3, 2375, 3303, 3333, 3392, 3394]
2108		Eukaryote	Alveolata	Ciliophora	Hemigastrostyla	elongata	KU524787	Prokaryote	Proteobacteria	Gammaproteobacteria	unknown_gammaproteobacteria	unknown_gammaproteobacteria	Gong et al. 2016	10.3389/fmicb.2016.00498	unknown symbiotic relationship	Eukaryote;Alveolata;Ciliophora;Hemigastrostyla;elongata	Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio;uncultured bacterium	[4, 8770, 8771, 8848, 0, 0, 0, 0]	[3, 2375, 3303, 3775, 3776, 3783]
2109		Eukaryote	Alveolata	Ciliophora	Hemigastrostyla	elongata	KU524799	Prokaryote	Proteobacteria	Gammaproteobacteria	unknown_gammaproteobacteria	unknown_gammaproteobacteria	Gong et al. 2016	10.3389/fmicb.2016.00498	unknown symbiotic relationship	Eukaryote;Alveolata;Ciliophora;Hemigastrostyla;elongata	Bacteria;Proteobacteria;Gammaproteobacteria;unknown_gammaproteobacteria;unknown_gammaproteobacteria	[4, 8770, 8771, 8848, 0, 0, 0, 0]	[3, 2375, 3303, 0, 0, 0]
2110		Eukaryote	Alveolata	Ciliophora	Hemigastrostyla	elongata	KU524798	Prokaryote	Proteobacteria	Gammaproteobacteria	unknown_gammaproteobacteria	unknown_gammaproteobacteria	Gong et al. 2016	10.3389/fmicb.2016.00498	unknown symbiotic relationship	Eukaryote;Alveolata;Ciliophora;Hemigastrostyla;elongata	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;uncultured bacterium	[4, 8770, 8771, 8848, 0, 0, 0, 0]	[3, 2375, 3303, 3333, 3392, 3394]
2111		Eukaryote	Alveolata	Ciliophora	Hemigastrostyla	elongata	KU524803	Prokaryote	Proteobacteria	Gammaproteobacteria	unknown_gammaproteobacteria	unknown_gammaproteobacteria	Gong et al. 2016	10.3389/fmicb.2016.00498	unknown symbiotic relationship	Eukaryote;Alveolata;Ciliophora;Hemigastrostyla;elongata	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Marinomonadaceae;Marinomonas;uncultured bacterium	[4, 8770, 8771, 8848, 0, 0, 0, 0]	[3, 2375, 3303, 3593, 26766, 26767]
2112		Eukaryote	Alveolata	Ciliophora	Pseudokeronopsis	carnea	KU524812	Prokaryote	Proteobacteria	Gammaproteobacteria	unknown_gammaproteobacteria	unknown_gammaproteobacteria	Gong et al. 2016	10.3389/fmicb.2016.00498	unknown symbiotic relationship	Eukaryote;Alveolata;Ciliophora;Pseudokeronopsis;carnea	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Aestuariibacter;uncultured bacterium	[4, 8770, 8771, 8848, 8849, 9096, 9129, 9164]	[3, 2375, 3303, 3333, 3334, 3335]
2113		Eukaryote	Alveolata	Ciliophora	Cardiostomatella		KU524770	Prokaryote	Proteobacteria	Gammaproteobacteria	unknown_gammaproteobacteria	unknown_gammaproteobacteria	Gong et al. 2016	10.3389/fmicb.2016.00498	unknown symbiotic relationship	Eukaryote;Alveolata;Ciliophora;Cardiostomatella	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;Oceanospirillum;uncultured bacterium	[4, 8770, 8771, 8848, 8849, 8863, 8899, 8955]	[3, 2375, 3303, 3593, 3635, 3649]
2114		Eukaryote	Alveolata	Ciliophora	Coleps		KU524840	Prokaryote	Proteobacteria	Gammaproteobacteria	unknown_gammaproteobacteria	unknown_gammaproteobacteria	Gong et al. 2016	10.3389/fmicb.2016.00498	unknown symbiotic relationship	Eukaryote;Alveolata;Ciliophora;Coleps	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Aestuariibacter;uncultured bacterium	[4, 8770, 8771, 8848, 8849, 8863, 9022, 9023]	[3, 2375, 3303, 3333, 3334, 3335]
2115		Eukaryote	Alveolata	Ciliophora	Strombidium	sulcatum	KU524878	Prokaryote	unidentified_bacteria	unidentified_bacteria	unidentified_bacteria	unidentified_bacteria	Gong et al. 2016	10.3389/fmicb.2016.00498	unknown symbiotic relationship	Eukaryote;Alveolata;Ciliophora;Strombidium;sulcatum	Bacteria;Patescibacteria;Parcubacteria;Candidatus Vogelbacteria;uncultured bacterium	[4, 8770, 8771, 8848, 8849, 9096, 9185, 9189]	[3, 25752, 25786, 0, 0, 0]
2116		Eukaryote	Alveolata	Ciliophora	Hemigastrostyla	elongata	KU524872	Prokaryote	unidentified_bacteria	unidentified_bacteria	unidentified_bacteria	unidentified_bacteria	Gong et al. 2016	10.3389/fmicb.2016.00498	unknown symbiotic relationship	Eukaryote;Alveolata;Ciliophora;Hemigastrostyla;elongata	Bacteria;Patescibacteria;Gracilibacteria;JGI 0000069-P22;uncultured bacterium	[4, 8770, 8771, 8848, 0, 0, 0, 0]	[3, 25752, 25764, 0, 0, 0]
2117		Eukaryote	Alveolata	Ciliophora	Balantidium	jocularum		Prokaryote	unidentified_bacteria	unidentified_bacteria	unidentified_bacteria	unidentified_bacteria	Grim 1993	http://zs.thulb.uni-jena.de/receive/jportal_jparticle_00059852	unknown symbiotic relationship	Eukaryote;Alveolata;Ciliophora;Balantidium;jocularum	Bacteria;unidentified_bacteria;unidentified_bacteria;unidentified_bacteria;unidentified_bacteria	[4, 8770, 8771, 8848, 8849, 9030, 9059, 9062]	[3, 0, 0, 0, 0, 0]
2118		Eukaryote	Alveolata	Ciliophora	Paramecium	caudatum		Prokaryote	Proteobacteria	Alphaproteobacteria	Holospora	undulata	Gromov & Ossipov 1981	10.1099/00207713-31-3-348	unknown symbiotic relationship	Eukaryote;Alveolata;Ciliophora;Paramecium;caudatum	Bacteria;Proteobacteria;Alphaproteobacteria;Holospora;undulata	[4, 8770, 8771, 8848, 8849, 8863, 8899, 8927]	[3, 2375, 2379, 25986, 25987, 25991]
2119		Eukaryote	Alveolata	Ciliophora	Paramecium	caudatum		Prokaryote	Proteobacteria	Alphaproteobacteria	Holospora	obtusa	Gromov & Ossipov 1981	10.1099/00207713-31-3-348	unknown symbiotic relationship	Eukaryote;Alveolata;Ciliophora;Paramecium;caudatum	Bacteria;Proteobacteria;Alphaproteobacteria;Holospora;obtusa	[4, 8770, 8771, 8848, 8849, 8863, 8899, 8927]	[3, 2375, 2379, 25986, 25987, 25991]
2120		Eukaryote	Alveolata	Ciliophora	Stentor	multiformis		Prokaryote	unidentified_bacteria	unidentified_bacteria	unidentified_bacteria	unidentified_bacteria	Görtz & Wiemann 1987	http://zs.thulb.uni-jena.de/servlets/MCRFileNodeServlet/jportal_derivate_00100575/ECR_04_1987_177-184_Goertz.pdf	unknown symbiotic relationship	Eukaryote;Alveolata;Ciliophora;Stentor;multiformis	Bacteria;unidentified_bacteria;unidentified_bacteria;unidentified_bacteria;unidentified_bacteria	[4, 8770, 8771, 8848, 9198, 9199, 0, 9208]	[3, 0, 0, 0, 0, 0]
2121		Eukaryote	Alveolata	Ciliophora	Trichodina	pediculus		Prokaryote	unidentified_bacteria	unidentified_bacteria	unidentified_bacteria	unidentified_bacteria	Hausmann & Hausmann 1980	10.1016/S0022-5320(81)80071-8	unknown symbiotic relationship	Eukaryote;Alveolata;Ciliophora;Trichodina;pediculus	Bacteria;unidentified_bacteria;unidentified_bacteria;unidentified_bacteria;unidentified_bacteria	[4, 8770, 8771, 8848, 8849, 8863, 8899, 8943]	[3, 0, 0, 0, 0, 0]
2122		Eukaryote	Alveolata	Ciliophora	Loxophyllum	meleagris		Prokaryote	unidentified_bacteria	unidentified_bacteria	unidentified_bacteria	unidentified_bacteria	Hausmann 1972	10.1515/znb-1972-1225	unknown symbiotic relationship	Eukaryote;Alveolata;Ciliophora;Loxophyllum;meleagris	Bacteria;unidentified_bacteria;unidentified_bacteria;unidentified_bacteria;unidentified_bacteria	[4, 8770, 8771, 8848, 8849, 9030, 9031, 9046]	[3, 0, 0, 0, 0, 0]
2123		Eukaryote	Alveolata	Ciliophora	Climacostomum	virens		Prokaryote	unidentified_bacteria	unidentified_bacteria	unidentified_bacteria	unidentified_bacteria	Hufschmid 1984	10.1007/BF01971473	unknown symbiotic relationship	Eukaryote;Alveolata;Ciliophora;Climacostomum;virens	Bacteria;unidentified_bacteria;unidentified_bacteria;unidentified_bacteria;unidentified_bacteria	[4, 8770, 8771, 8848, 9198, 9199, 0, 9201]	[3, 0, 0, 0, 0, 0]
2124		Eukaryote	Alveolata	Ciliophora	Folliculinopsis			Prokaryote	unidentified_bacteria	unidentified_bacteria	unidentified_bacteria	unidentified_bacteria	Kouris et al. 2007	10.1111/j.1439-0485.2006.00118.x	unknown symbiotic relationship	Eukaryote;Alveolata;Ciliophora;Folliculinopsis	Bacteria;unidentified_bacteria;unidentified_bacteria;unidentified_bacteria;unidentified_bacteria	[4, 8770, 8771, 8848, 0, 0, 0, 0]	[3, 0, 0, 0, 0, 0]
2125	KX669630	Eukaryote	Alveolata	Ciliophora	Paramecium	chlorelligerum	KX669635	Prokaryote	Proteobacteria	Alphaproteobacteria	Holospora		Lanzoni et al. 2016	10.1371/journal.pone.0167928	unknown symbiotic relationship	Eukaryota;SAR;Alveolata;Ciliophora;Intramacronucleata;Conthreep;Oligohymenophorea;Peniculia;Paramecium;Paramecium chlorelligerum	Bacteria;Proteobacteria;Alphaproteobacteria;Holosporales;Holosporaceae;Holospora;Candidatus Holospora parva	[4, 8770, 8771, 8848, 8849, 8863, 8899, 8927]	[3, 2375, 2379, 25986, 25987, 25991]
2126		Eukaryote	Alveolata	Ciliophora	Ancistrum	mytili		Prokaryote	unidentified_bacteria	unidentified_bacteria	unidentified_bacteria	unidentified_bacteria	Lom et al. 1968	10.1111/j.1550-7408.1968.tb02222.x	unknown symbiotic relationship	Eukaryote;Alveolata;Ciliophora;Ancistrum;mytili	Bacteria;unidentified_bacteria;unidentified_bacteria;unidentified_bacteria;unidentified_bacteria	[4, 8770, 8771, 8848, 0, 0, 0, 0]	[3, 0, 0, 0, 0, 0]
2127		Eukaryote	Alveolata	Ciliophora	Euplotes	raikovi	FN398155	Prokaryote	Proteobacteria	Gammaproteobacteria	Francisella	noatunensis	Schrallhammer et al. 2011	10.1007/s00248-010-9772-9	unknown symbiotic relationship	Eukaryote;Alveolata;Ciliophora;Euplotes;raikovi	Bacteria;Proteobacteria;Gammaproteobacteria;Francisellales;Francisellaceae;Francisella;Francisella sp. GP-2009	[4, 8770, 8771, 8848, 8849, 9096, 9118, 9124]	[3, 2375, 3303, 26653, 26654, 26657]
2128	KX669262	Eukaryote	Alveolata	Ciliophora	Zoothamnium	ignavum	KX669263	Prokaryote	Proteobacteria	Gammaproteobacteria	Navis	piragensis	Schuster & Bright 2016	"10.1371/journal.pone.0162834
"	unknown symbiotic relationship	Eukaryota;SAR;Alveolata;Ciliophora;Intramacronucleata;Conthreep;Oligohymenophorea;Peritrichia;Zoothamnium;Zoothamnium ignavum	Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiotrichaceae;Candidatus Navis;Candidatus Navis piranensis	[4, 8770, 8771, 8848, 8849, 8863, 8899, 8948]	[3, 2375, 3303, 3735, 3754, 0]
2129	LN864512	Eukaryote	Alveolata	Ciliophora	Euplotes	woodruffi	LN864514	Prokaryote	Proteobacteria	Alphaproteobacteria	Bandiella	woodruffi	Senra et al. 2015	10.1007/s00248-015-0668-6	unknown symbiotic relationship	Eukaryota;SAR;Alveolata;Ciliophora;Intramacronucleata;Spirotrichea;Euplotia;Euplotes;Euplotes encysticus	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Fokiniaceae;MD3-55;bacterium Sq1_host	[4, 8770, 8771, 8848, 8849, 9096, 9118, 9124]	[3, 2375, 2379, 2761, 46172, 0]
2130	LN864511	Eukaryote	Alveolata	Ciliophora	Euplotes	woodruffi	LN864513	Prokaryote	Proteobacteria	Betaproteobacteria	Polynucleobacter	necessarius	Senra et al. 2015	10.1007/s00248-015-0668-6	unknown symbiotic relationship	Eukaryota;SAR;Alveolata;Ciliophora;Intramacronucleata;Spirotrichea;Euplotia;Euplotes;Euplotes woodruffi	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;Polynucleobacter;Polynucleobacter necessarius	[4, 8770, 8771, 8848, 8849, 9096, 9118, 9124]	[3, 2375, 3303, 46187, 46220, 46229]
2131	LT549005	Eukaryote	Alveolata	Ciliophora	Paramecium	multimicronucleatum	LT549002	Prokaryote	Proteobacteria	Alphaproteobacteria	Gortzia		Serra et al. 2016	10.3389/fmicb.2016.01704	unknown symbiotic relationship	Eukaryota;SAR;Alveolata;Ciliophora;Intramacronucleata;Conthreep;Oligohymenophorea;Peniculia;Paramecium;Paramecium multimicronucleatum	Bacteria;Proteobacteria;Alphaproteobacteria;Holosporales;Holosporaceae;Candidatus Gortzia;Candidatus Gortzia shahrazadis	[4, 8770, 8771, 8848, 8849, 8863, 8899, 8927]	[3, 2375, 2379, 25986, 25987, 0]
2132	LT549003	Eukaryote	Alveolata	Ciliophora	Paramecium	jenningsi	LT549000	Prokaryote	Proteobacteria	Alphaproteobacteria	Gortzia	infectiva	Serra et al. 2016	10.3389/fmicb.2016.01704	unknown symbiotic relationship	Eukaryota;SAR;Alveolata;Ciliophora;Intramacronucleata;Conthreep;Oligohymenophorea;Peniculia;Paramecium;Paramecium jenningsi	Bacteria;Proteobacteria;Alphaproteobacteria;Holosporales;Holosporaceae;Candidatus Gortzia;Candidatus Gortzia infectiva	[4, 8770, 8771, 8848, 8849, 8863, 8899, 8927]	[3, 2375, 2379, 25986, 25987, 0]
2133	LT549004	Eukaryote	Alveolata	Ciliophora	Paramecium	caudatum	LT549001	Prokaryote	Proteobacteria	Alphaproteobacteria	Holospora	obtusa	Serra et al. 2016	10.3389/fmicb.2016.01704	unknown symbiotic relationship	Eukaryota;SAR;Alveolata;Ciliophora;Intramacronucleata;Conthreep;Oligohymenophorea;Peniculia;Paramecium;Paramecium caudatum	Bacteria;Proteobacteria;Alphaproteobacteria;Holosporales;Holosporaceae;Holospora;Holospora obtusa	[4, 8770, 8771, 8848, 8849, 8863, 8899, 8927]	[3, 2375, 2379, 25986, 25987, 25991]
2134	AB285526	Eukaryote	Alveolata	Ciliophora	Trimyema	compressum	AB118592	Prokaryote	Firmicutes	unknown_firmicutes	unknown_firmicutes	unknown_firmicutes	Shinzato et al. 2007	10.1007/s00248-007-9218-1	unknown symbiotic relationship	Eukaryota;SAR;Alveolata;Ciliophora;Intramacronucleata;Conthreep;Plagiopylea;Plagiopylida;Trimyema;Trimyema compressum	Bacteria;Firmicutes;Desulfitobacteriia;Desulfitobacteriales;TC1;endosymbiont 'TC1' of Trimyema compressum	[4, 8770, 8771, 8848, 8849, 8863, 9012, 9021]	[3, 1672, 45669, 45670, 0, 0]
2135	AB285526	Eukaryote	Alveolata	Ciliophora	Trimyema	compressum	AB118593	Prokaryote	Firmicutes	unknown_firmicutes	unknown_firmicutes	unknown_firmicutes	Shinzato et al. 2007	10.1007/s00248-007-9218-1	unknown symbiotic relationship	Eukaryota;SAR;Alveolata;Ciliophora;Intramacronucleata;Conthreep;Plagiopylea;Plagiopylida;Trimyema;Trimyema compressum	Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Anaerovoracaceae;Anaerovorax;bacterium TC8	[4, 8770, 8771, 8848, 8849, 8863, 9012, 9021]	[3, 1672, 1859, 45570, 45579, 45581]
